AT2G43120	OS03G0845000
AT5G35680	OS02G0300700
AT5G35680	OS06G0342200
AT2G30580	OS03G0741700
AT2G30580	OS03G0632800
AT2G30580	OS12G0600200
AT1G47890	OS01G0132100
AT1G47890	OS12G0215950
AT1G47890	OS01G0162800
AT1G47890	OS04G0349700
AT1G47890	OS12G0218500
AT1G47890	OS01G0161000
AT1G47890	OS01G0160200
AT1G47890	OS04G0480500
AT1G47890	OS01G0163000
AT1G47890	OS01G0160700
AT1G47890	OS12G0222800
AT1G47890	OS12G0211500
AT1G47890	OS01G0158600
AT1G47890	OS12G0222900
AT1G47890	OS12G0217400
AT1G47890	OS01G0161300
AT5G36800	OS01G0896400
AT5G36800	OS05G0507000
AT5G36800	OS04G0496300
AT5G36800	OS05G0564601
AT4G13480	OS03G0142600
AT4G13480	OS02G0618400
AT4G13480	OS04G0508500
AT3G59710	OS02G0607700
AT3G59710	OS04G0496150
AT3G59710	OS04G0496000
AT3G19590	OS03G0448600
AT3G19590	OS07G0588500
AT2G41480	OS01G0172600
AT2G43690	OS03G0823000
AT4G17215	OS10G0208600
AT4G17215	OS10G0206500
AT2G30880	OS12G0505950
AT2G30880	OS05G0128700
AT2G30880	OS03G0666200
AT2G30880	OS07G0138100
AT2G30880	OS05G0153901
AT1G52770	OS01G0943950
AT1G52770	OS01G0176400
AT1G52770	OS05G0178000
AT1G52770	OS09G0468600
AT4G13780	OS06G0508700
AT4G13780	OS10G0400100
AT4G10170	OS08G0110300
AT5G67620	OS03G0200200
AT5G67620	OS10G0352000
AT1G26420	OS06G0548800
AT1G26420	OS06G0549600
AT1G26420	OS06G0548200
AT1G26420	OS02G0235900
AT1G26420	OS06G0549300
AT1G26420	OS06G0549900
AT1G26420	OS06G0549633
AT1G26420	OS11G0495950
AT1G26420	OS06G0548100
AT2G46560	OS01G0551900
AT2G46560	OS01G0552000
AT1G67830	OS07G0586100
AT1G67830	OS07G0586200
AT3G12350	OS12G0511000
AT5G39890	OS05G0592300
AT5G39890	OS01G0185500
AT5G05940	OS01G0849100
AT5G05940	OS05G0454200
AT1G67660	OS08G0236700
AT1G67660	OS04G0485700
AT3G20630	OS01G0177200
AT5G66680	OS07G0209000
AT4G36480	OS02G0806900
AT4G36480	OS10G0189600
AT4G36480	OS03G0252800
AT5G28650	OS03G0741400
AT5G28650	OS12G0597700
AT2G31215	OS04G0599300
AT2G31215	OS01G0293100
AT5G25840	OS02G0229900
AT5G25840	OS01G0199700
AT5G25840	OS06G0554200
AT1G20065	OS03G0711700
AT1G28350	OS08G0150800
AT1G28350	OS08G0191800
AT1G28350	OS04G0680550
AT1G28350	OS08G0320000
AT1G28350	OS02G0722001
AT1G51700	OS12G0590700
AT1G51700	OS08G0490100
AT1G51700	OS01G0673700
AT1G51700	OS09G0475800
AT1G51700	OS03G0619151
AT1G51700	OS04G0678400
AT3G17250	OS05G0134200
AT3G17250	OS01G0295700
AT2G27500	OS02G0532900
AT2G27500	OS04G0412300
AT2G27500	OS01G0860800
AT1G55590	OS08G0499900
AT5G58860	OS01G0854800
AT1G65570	OS01G0623600
AT1G65570	OS11G0249400
AT5G15010	OS01G0816000
AT5G11380	OS06G0142900
AT4G19003	OS01G0658500
AT3G56980	OS01G0952800
AT1G11790	OS07G0512000
AT5G12900	OS08G0508100
AT5G12900	OS09G0488800
AT1G06470	OS01G0749900
AT1G06470	OS06G0153200
AT1G78270	OS04G0319800
AT1G78270	OS04G0324100
AT1G78270	OS04G0451200
AT1G78270	OS04G0320700
AT1G78270	OS08G0168700
AT1G78270	OS04G0314100
AT1G78270	OS06G0220500
AT1G78270	OS08G0404000
AT1G78270	OS02G0755900
AT1G78270	OS02G0577700
AT1G78270	OS02G0490500
AT1G78270	OS04G0326100
AT1G78270	OS02G0578300
AT1G78270	OS04G0319700
AT1G78270	OS04G0326201
AT3G27820	OS02G0707000
AT3G27820	OS02G0707100
AT1G71810	OS04G0640500
AT1G29670	OS01G0748500
AT1G29670	OS05G0518300
AT3G53390	OS11G0176000
AT3G53390	OS12G0172500
AT3G08880	OS04G0445400
AT5G59490	OS03G0273800
AT5G59490	OS01G0973000
AT1G47200	OS10G0337700
AT1G47200	OS03G0209000
AT1G47200	OS07G0593332
AT5G20850	OS12G0497300
AT5G20850	OS11G0615800
AT4G21510	OS07G0561300
AT5G13480	OS01G0951000
AT4G29110	OS01G0198500
AT4G29110	OS06G0554600
AT4G29110	OS05G0200700
AT4G29110	OS02G0229800
AT2G43160	OS02G0806600
AT3G59440	OS12G0228800
AT3G59440	OS04G0492800
AT1G14770	OS11G0160700
AT1G14770	OS11G0482500
AT4G20090	OS06G0499301
AT2G14740	OS10G0346600
AT5G54300	OS07G0563400
AT4G17000	OS03G0770900
AT1G32100	OS12G0265100
AT1G32100	OS12G0263800
AT1G32100	OS12G0263200
AT1G32100	OS12G0263600
AT1G35860	OS12G0115950
AT1G35860	OS11G0116500
AT1G35860	OS03G0271200
AT5G07050	OS01G0803300
AT5G07050	OS05G0493800
AT5G07050	OS05G0409500
AT1G52540	OS06G0166900
AT3G24420	OS05G0179900
AT3G24420	OS01G0595600
AT3G24420	OS05G0590300
AT4G15450	OS01G0723100
AT1G68640	OS01G0882200
AT1G68640	OS06G0265400
AT1G68640	OS10G0566200
AT4G35000	OS08G0549100
AT4G35000	OS09G0538600
AT2G26740	OS01G0255000
AT2G26740	OS01G0255100
AT2G26740	OS05G0273800
AT3G03420	OS04G0482700
AT3G03420	OS12G0288900
AT2G02860	OS02G0827200
AT2G02860	OS10G0404500
AT2G02860	OS02G0576600
AT2G02860	OS03G0170900
AT2G02860	OS10G0404533
AT2G02860	OS10G0404566
AT1G12750	OS08G0546700
AT1G12750	OS10G0521900
AT1G12750	OS09G0525900
AT1G12750	OS04G0569300
AT1G12750	OS03G0116400
AT4G25360	OS01G0914800
AT5G65970	OS10G0541000
AT5G65970	OS05G0183300
AT1G13450	OS04G0486400
AT5G42765	OS03G0774400
AT1G61740	OS01G0786800
AT1G61740	OS01G0786700
AT1G30100	OS07G0154100
AT1G30100	OS03G0645900
AT1G30100	OS04G0131800
AT1G30100	OS12G0617400
AT3G11930	OS10G0437500
AT2G29630	OS03G0679700
AT3G54470	OS01G0951200
AT3G54470	OS01G0951400
AT2G26110	OS05G0540900
AT2G26110	OS01G0710100
AT2G26110	OS06G0566500
AT3G55935	OS09G0249600
AT4G29060	OS12G0541500
AT3G56930	OS12G0131200
AT3G56930	OS11G0133800
AT3G56930	OS01G0279000
AT3G26050	OS12G0273700
AT3G61610	OS01G0658700
AT3G61610	OS05G0569400
AT3G51770	OS03G0294700
AT3G16050	OS11G0708500
AT3G16050	OS10G0100700
AT3G16050	OS07G0100200
AT1G32750	OS06G0645800
AT1G32750	OS06G0645700
AT1G32750	OS06G0645901
AT4G15490	OS01G0686200
AT4G15490	OS01G0686300
AT4G15490	OS02G0188000
AT4G15490	OS05G0552700
AT1G74690	OS01G0716200
AT1G74690	OS05G0535900
AT5G60680	OS04G0520700
AT5G60680	OS10G0481000
AT5G60680	OS02G0629000
AT5G47690	OS06G0286351
AT1G12400	OS05G0198700
AT1G12400	OS07G0573600
AT1G12400	OS05G0108500
AT3G47380	OS04G0106000
AT3G47380	OS06G0711800
AT1G25380	OS01G0513200
AT3G05975	OS11G0120100
AT3G05975	OS12G0119800
AT3G05975	OS06G0521300
AT3G05975	OS05G0482501
AT5G57290	OS06G0701400
AT5G57290	OS01G0231700
AT3G54860	OS04G0223000
AT1G20770	OS04G0509200
AT1G13580	OS02G0581300
AT1G13580	OS02G0728300
AT2G42280	OS08G0506700
AT2G42280	OS09G0487900
AT1G55320	OS03G0805500
AT2G48121	OS01G0810100
AT2G15390	OS02G0453400
AT2G45690	OS02G0123200
AT1G60530	OS03G0260000
AT1G60530	OS04G0129900
AT2G03050	OS02G0577501
AT4G13980	OS02G0496100
AT5G18660	OS03G0351200
AT1G48760	OS01G0512200
AT4G08240	OS02G0567000
AT2G17080	OS08G0551900
AT2G17080	OS08G0553050
AT2G17080	OS08G0553400
AT2G17080	OS08G0551500
AT2G17080	OS08G0553750
AT2G17080	OS08G0553100
AT2G17080	OS08G0552300
AT2G17080	OS08G0553500
AT2G17080	OS11G0159900
AT2G17080	OS08G0553700
AT2G17080	OS08G0553200
AT2G17080	OS08G0552400
AT2G17080	OS11G0160000
AT2G17080	OS08G0553300
AT2G17080	OS08G0552900
AT2G17080	OS08G0551366
AT2G17080	OS08G0552800
AT2G17080	OS08G0552333
AT2G17080	OS08G0552000
AT2G17080	OS08G0551300
AT2G17080	OS08G0552100
AT2G17080	OS08G0553000
AT2G17790	OS03G0801600
AT3G05800	OS03G0311600
AT1G07460	OS09G0268100
AT1G07460	OS07G0133000
AT1G07460	OS07G0262600
AT3G44880	OS03G0146400
AT1G79790	OS11G0300400
AT5G08130	OS08G0490000
AT5G08130	OS09G0475400
AT4G14040	OS01G0916400
AT3G24900	OS12G0221700
AT3G24900	OS01G0162300
AT5G18480	OS04G0517400
AT5G18480	OS02G0624400
AT1G20750	OS09G0551800
AT3G17210	OS01G0516600
AT2G37730	OS03G0269601
AT2G37730	OS03G0269900
AT2G37730	OS03G0269700
AT5G26940	OS03G0301400
AT1G73380	OS10G0489800
AT2G20480	OS09G0446000
AT2G27310	OS12G0156500
AT2G27310	OS04G0414500
AT2G27310	OS11G0155100
AT2G27310	OS02G0535901
AT3G15260	OS07G0507000
AT2G15430	OS09G0110400
AT5G59450	OS04G0590400
AT5G59450	OS03G0690600
AT5G59450	OS11G0705200
AT5G59450	OS11G0705900
AT5G59450	OS11G0706200
AT5G59450	OS01G0842200
AT5G59450	OS11G0139600
AT5G59450	OS12G0573200
AT5G67030	OS04G0448900
AT5G67030	OS04G0448950
AT3G60080	OS08G0464400
AT3G60080	OS09G0446275
AT5G39520	OS07G0633000
AT5G39520	OS03G0168300
AT1G14430	OS11G0169700
AT3G55320	OS01G0976100
AT1G73066	OS08G0446400
AT3G55310	OS08G0510400
AT4G38470	OS09G0544300
AT4G38470	OS07G0475900
AT4G38470	OS02G0120100
AT4G38470	OS06G0724900
AT1G76080	OS07G0476900
AT4G14970	OS07G0154400
AT3G52440	OS05G0440000
AT3G52440	OS01G0865800
AT5G66070	OS10G0544600
AT5G66070	OS07G0479100
AT5G66070	OS09G0542600
AT5G66070	OS06G0717600
AT5G66070	OS08G0550400
AT4G03625	OS08G0193900
AT4G03625	OS02G0317300
AT4G03625	OS08G0194350
AT4G03625	OS08G0191300
AT4G03625	OS08G0195000
AT4G03625	OS08G0193300
AT4G03625	OS02G0317500
AT4G03625	OS08G0196200
AT4G03625	OS08G0195800
AT4G03625	OS08G0195900
AT4G03625	OS08G0193500
AT4G03625	OS11G0637300
AT4G03625	OS08G0194000
AT4G03625	OS08G0193200
AT2G01490	OS03G0708100
AT2G01490	OS05G0473900
AT5G57190	OS01G0959800
AT5G64330	OS02G0568200
AT2G19740	OS06G0319700
AT2G19740	OS08G0505300
AT3G58690	OS05G0207700
AT3G07200	OS08G0526350
AT3G07200	OS01G0919500
AT3G07200	OS09G0504700
AT5G18250	OS01G0264500
AT1G60740	OS01G0675100
AT5G55340	OS07G0540000
AT5G55340	OS01G0651500
AT5G55340	OS02G0468100
AT5G55340	OS04G0481900
AT5G55340	OS02G0454700
AT5G55340	OS04G0277400
AT5G55340	OS04G0481800
AT5G55340	OS02G0454500
AT4G22758	OS02G0448600
AT1G16905	OS06G0551800
AT1G16905	OS06G0552000
AT1G16905	OS01G0958200
AT5G64860	OS07G0627000
AT3G02190	OS06G0181566
AT3G02190	OS02G0797200
AT3G02190	OS02G0796900
AT1G10070	OS03G0231600
AT5G63540	OS04G0391000
AT5G25580	OS01G0180700
AT5G28050	OS07G0245100
AT5G28050	OS03G0833900
AT1G21750	OS02G0554900
AT1G21750	OS04G0436300
AT1G21750	OS11G0199200
AT5G01310	OS03G0293400
AT1G35530	OS11G0180600
AT5G55830	OS09G0251100
AT5G55830	OS06G0285400
AT5G49270	OS03G0301200
AT5G49270	OS07G0690900
AT1G68610	OS02G0763000
AT5G50430	OS06G0193000
AT3G27910	OS07G0673700
AT5G54090	OS10G0509000
AT2G21230	OS04G0181300
AT2G21230	OS09G0520400
AT2G21230	OS08G0543900
AT2G21230	OS10G0531900
AT2G21230	OS03G0127500
AT5G41130	OS09G0509500
AT5G06050	OS01G0846600
AT3G62020	OS01G0284500
AT3G62020	OS01G0249200
AT3G62020	OS03G0651800
AT3G62020	OS05G0277500
AT3G62020	OS01G0952000
AT3G62020	OS01G0952100
AT2G04540	OS02G0196900
AT3G51720	OS07G0677900
AT3G51720	OS03G0339700
AT3G51720	OS05G0476100
AT3G44020	OS01G0930000
AT3G21660	OS04G0464500
AT3G21660	OS06G0634600
AT5G13250	OS12G0479100
AT5G13250	OS04G0396500
AT5G13250	OS01G0928400
AT1G04870	OS06G0142800
AT3G56440	OS01G0168500
AT4G20360	OS02G0595700
AT4G35550	OS01G0818400
AT1G51740	OS12G0154400
AT1G51740	OS04G0530400
AT1G44750	OS02G0689200
AT1G44750	OS09G0548600
AT3G32930	OS07G0608100
AT3G59350	OS03G0844100
AT3G59350	OS01G0899000
AT3G59350	OS09G0513600
AT3G21140	OS08G0517500
AT3G21140	OS02G0148400
AT3G05510	OS01G0931300
AT3G56580	OS03G0351800
AT4G02700	OS10G0420400
AT4G02700	OS03G0161200
AT1G50710	OS02G0119100
AT3G57785	OS08G0505001
AT3G57785	OS09G0487500
AT1G09720	OS01G0976500
AT1G09720	OS05G0119400
AT1G09720	OS05G0466200
AT1G09720	OS01G0835800
AT1G09720	OS07G0695400
AT3G01150	OS08G0436000
AT3G01150	OS03G0376900
AT5G24920	OS08G0446800
AT5G24920	OS06G0654400
AT5G24920	OS08G0249200
AT1G65860	OS10G0553800
AT3G47390	OS02G0473000
AT4G28650	OS03G0145102
AT4G28650	OS02G0111800
AT5G58575	OS05G0351500
AT4G09750	OS06G0590301
AT1G31530	OS05G0389500
AT5G59300	OS01G0839700
AT5G59300	OS05G0460200
AT1G80650	OS09G0416500
AT2G40090	OS03G0698350
AT4G35720	OS08G0551900
AT4G35720	OS08G0553050
AT4G35720	OS08G0553400
AT4G35720	OS08G0551500
AT4G35720	OS08G0553750
AT4G35720	OS08G0553100
AT4G35720	OS08G0552300
AT4G35720	OS08G0553500
AT4G35720	OS11G0159900
AT4G35720	OS08G0553700
AT4G35720	OS08G0553200
AT4G35720	OS08G0552400
AT4G35720	OS11G0160000
AT4G35720	OS08G0553300
AT4G35720	OS08G0552900
AT4G35720	OS08G0551366
AT4G35720	OS08G0552800
AT4G35720	OS08G0552333
AT4G35720	OS08G0552000
AT4G35720	OS08G0551300
AT4G35720	OS08G0552100
AT4G35720	OS08G0553000
AT4G04620	OS07G0512200
AT4G19690	OS03G0667300
AT4G19690	OS03G0667500
AT4G01770	OS05G0386900
AT3G60740	OS10G0508500
AT1G22770	OS01G0182600
AT5G52540	OS06G0107100
AT5G52540	OS03G0681000
AT3G13720	OS01G0196500
AT3G13720	OS05G0200280
AT4G09960	OS05G0203800
AT4G09960	OS01G0201700
AT1G25250	OS03G0237250
AT1G25250	OS08G0467100
AT4G19180	OS10G0350500
AT1G09490	OS01G0528800
AT1G25470	OS09G0309700
AT1G58025	OS06G0355500
AT1G58025	OS08G0109500
AT2G27040	OS04G0151800
AT2G27040	OS01G0275200
AT2G27040	OS01G0275600
ATMG00070	OS12G0422971
AT3G10630	OS09G0296700
AT2G47380	OS12G0561000
AT5G51720	OS07G0467200
AT1G54580	OS03G0856300
AT1G54580	OS08G0549300
AT1G54580	OS12G0534200
AT1G54580	OS09G0539800
AT2G07020	OS01G0581400
AT2G07020	OS02G0787200
AT3G27550	OS05G0145300
AT2G17940	OS04G0116900
AT2G17940	OS04G0116200
AT3G48200	OS05G0594500
AT5G44460	OS07G0681400
AT5G44460	OS03G0331700
AT5G44460	OS08G0144100
AT5G44460	OS05G0312600
AT5G53420	OS05G0595300
AT4G13220	OS12G0276100
AT5G36160	OS06G0345200
AT5G36160	OS02G0302200
AT5G36160	OS02G0306401
AT5G36160	OS02G0302700
AT3G08840	OS07G0691200
AT1G34030	OS03G0794700
AT1G34030	OS07G0173501
AT1G34030	OS07G0173700
AT1G12990	OS04G0477500
AT1G12990	OS02G0594900
AT1G12990	OS02G0595100
AT1G30540	OS07G0147700
AT1G30540	OS09G0133700
AT2G21340	OS02G0122200
AT5G15580	OS07G0109400
AT5G15580	OS07G0603300
AT5G15580	OS03G0418700
AT5G49720	OS03G0736300
AT5G49720	OS03G0329500
AT4G39790	OS05G0255800
AT4G39790	OS05G0172300
AT4G39790	OS09G0368900
AT5G14320	OS03G0704000
AT2G38880	OS05G0463800
AT2G38880	OS05G0573500
AT2G38880	OS01G0834400
AT2G26140	OS01G0574500
AT2G26140	OS01G0574400
AT1G26370	OS06G0192500
AT5G45460	OS07G0105800
AT5G45460	OS10G0348600
AT5G45460	OS07G0109100
AT1G17130	OS01G0588700
AT3G52780	OS12G0151000
AT4G10620	OS09G0364500
AT5G01920	OS05G0480000
AT1G16920	OS05G0516800
AT1G16920	OS01G0750000
AT5G16770	OS06G0112700
AT5G16770	OS04G0593200
AT3G07370	OS05G0104900
AT3G07370	OS08G0113300
AT5G06710	OS09G0447000
AT3G28460	OS03G0736400
AT3G46310	OS05G0120300
AT5G14420	OS12G0288400
AT5G14420	OS01G0908700
AT2G46690	OS06G0714300
AT2G20410	OS03G0860000
AT3G56430	OS01G0168300
AT2G39840	OS03G0268000
AT1G01010	OS06G0101800
AT1G67400	OS11G0483900
AT5G17400	OS11G0661300
AT5G58380	OS11G0113700
AT5G58380	OS02G0161000
AT5G58380	OS05G0476350
AT5G58380	OS05G0332300
AT5G58380	OS07G0678600
AT5G58380	OS12G0113500
AT5G58380	OS01G0824600
AT5G58380	OS03G0339900
AT2G24150	OS02G0179500
AT2G24150	OS06G0652200
AT4G39235	OS03G0745550
AT4G39235	OS03G0724500
AT4G39235	OS10G0557800
AT4G39235	OS08G0204632
AT5G24270	OS05G0534400
AT5G24270	OS02G0291000
AT5G24270	OS01G0598200
AT5G24270	OS02G0291400
AT1G79510	OS04G0613300
AT2G26470	OS06G0470800
AT2G26470	OS06G0471100
AT2G34690	OS03G0784900
AT1G08220	OS05G0176500
AT5G06060	OS03G0269000
AT5G06060	OS03G0268900
AT5G06060	OS03G0269100
AT5G05160	OS03G0332900
AT5G05160	OS01G0819100
AT5G05160	OS07G0681100
AT5G05160	OS05G0480400
AT1G16060	OS09G0423800
AT1G16060	OS08G0442400
AT2G35070	OS06G0713100
AT1G12650	OS09G0525200
AT3G21730	OS09G0560500
AT3G21730	OS08G0556200
AT3G21730	OS06G0154600
AT1G27990	OS04G0386700
AT3G08947	OS03G0294600
AT3G08947	OS05G0353400
AT1G60440	OS06G0207000
AT5G12310	OS01G0954400
AT4G35840	OS10G0544600
AT4G35840	OS07G0479100
AT4G35840	OS09G0542600
AT4G35840	OS06G0717600
AT4G35840	OS08G0550400
AT4G38220	OS08G0511900
AT3G19910	OS09G0535100
AT3G19910	OS08G0548300
AT1G59580	OS02G0148100
AT1G59580	OS06G0699400
AT3G52600	OS04G0413200
AT3G52600	OS03G0735800
AT3G52600	OS02G0534400
AT3G52600	OS04G0413500
AT5G26740	OS07G0244300
AT5G26740	OS03G0827600
AT5G11600	OS05G0596200
AT2G42200	OS08G0509600
AT2G42200	OS09G0491532
AT5G49740	OS04G0444800
AT4G24540	OS03G0186600
AT4G24540	OS06G0217300
AT4G24540	OS02G0761000
AT2G26700	OS01G0174700
AT5G27970	OS01G0772700
AT5G54650	OS07G0545500
AT5G54650	OS02G0161100
AT5G54650	OS04G0100300
AT2G48070	OS05G0404400
AT3G49830	OS06G0186900
AT3G49830	OS07G0581100
AT1G79690	OS02G0793300
AT1G34355	OS11G0171700
AT5G58410	OS01G0977600
AT5G20980	OS12G0623900
AT5G20980	OS12G0624000
AT5G17250	OS10G0170300
AT2G29560	OS03G0266200
AT3G15480	OS10G0495900
AT3G15480	OS04G0678200
AT3G15480	OS07G0462200
AT3G04960	OS11G0578225
AT3G04960	OS11G0578250
AT3G04960	OS11G0578500
AT2G40780	OS03G0114200
AT1G25375	OS01G0133500
AT1G79640	OS02G0791700
AT1G74520	OS02G0747500
AT1G74520	OS11G0602300
AT1G74520	OS06G0226600
AT3G19020	OS11G0657400
AT3G19020	OS01G0356900
AT3G19020	OS12G0542200
AT5G13160	OS04G0393900
AT5G13160	OS02G0513000
AT4G38990	OS09G0530200
AT5G62700	OS03G0105600
AT1G24470	OS06G0300200
AT1G24470	OS06G0299200
AT1G24470	OS06G0298700
AT1G24470	OS06G0300000
AT1G24470	OS06G0299100
AT1G24470	OS11G0432600
AT1G24470	OS06G0299300
AT1G24470	OS04G0116600
AT2G26750	OS01G0255000
AT2G26750	OS01G0255100
AT2G26750	OS05G0273800
AT5G43680	OS11G0551350
AT5G43680	OS11G0550900
AT1G19180	OS09G0439200
AT1G19180	OS07G0615200
AT1G19180	OS03G0402800
AT5G22560	OS02G0254100
AT5G22560	OS09G0540300
AT5G22560	OS08G0538200
AT5G22560	OS01G0319200
AT5G22560	OS01G0319400
AT5G22560	OS02G0253502
AT5G22560	OS06G0524700
AT5G22560	OS03G0310600
AT5G22560	OS05G0242000
AT5G22560	OS01G0562600
AT1G54990	OS11G0544100
AT5G36000	OS01G0219200
AT1G14110	OS02G0453400
AT4G30910	OS02G0794700
AT4G30910	OS12G0434400
AT3G55200	OS02G0137400
AT4G13500	OS03G0595300
AT1G58250	OS03G0681201
AT1G58250	OS03G0681300
AT5G02050	OS01G0143800
AT5G02050	OS05G0456000
AT5G02050	OS01G0143700
AT5G02050	OS01G0143300
AT1G52750	OS01G0647700
AT5G35100	OS08G0292600
AT1G50560	OS06G0613600
AT5G39785	OS09G0413600
AT2G45880	OS09G0569200
AT3G12420	OS07G0112400
AT3G12420	OS07G0112300
AT1G19800	OS04G0553000
AT4G09340	OS02G0556600
AT4G02640	OS12G0601800
AT1G79630	OS08G0500300
AT4G37210	OS07G0122400
AT4G17790	OS02G0693500
AT4G17790	OS04G0592600
AT4G10970	OS08G0374200
AT5G49750	OS12G0210400
AT5G49750	OS11G0245200
AT5G26010	OS02G0224100
AT5G46110	OS01G0239200
AT5G46110	OS05G0241200
AT4G29390	OS06G0172600
AT4G29390	OS02G0804100
AT3G59070	OS08G0335600
AT4G00290	OS04G0578700
AT4G00290	OS02G0681000
AT5G56980	OS05G0540900
AT5G56980	OS01G0710100
AT5G56980	OS06G0566500
AT3G49370	OS10G0510700
AT3G49370	OS06G0714200
AT3G10800	OS07G0644100
AT3G10800	OS05G0411300
AT5G62770	OS05G0568800
AT5G62770	OS05G0578100
AT5G62770	OS01G0639600
AT5G62770	OS05G0568600
AT5G56680	OS01G0372700
AT3G06460	OS03G0701500
AT4G24972	OS10G0207500
AT4G24972	OS12G0472500
AT4G21192	OS02G0560450
AT1G71340	OS11G0236000
AT2G35930	OS04G0686000
AT2G35930	OS02G0539200
AT2G35930	OS01G0865700
AT1G72640	OS03G0410700
AT4G27080	OS07G0524100
AT5G44800	OS07G0497100
AT3G10420	OS07G0187400
AT3G57280	OS04G0470300
AT3G57280	OS06G0301100
AT5G04610	OS08G0520400
AT3G06510	OS11G0683500
ATCG00070	OS11G0592350
AT4G26630	OS03G0596900
AT4G31430	OS04G0655600
AT5G18490	OS03G0142900
AT4G26680	OS10G0363500
ATMG01170	OS12G0424180
AT4G27880	OS05G0238200
AT4G27880	OS02G0293400
AT4G27880	OS01G0234900
AT3G46710	OS11G0633500
AT3G46710	OS10G0183000
AT3G46710	OS03G0709200
AT1G27480	OS02G0589000
AT1G27480	OS10G0163370
AT1G27480	OS03G0232800
AT1G27480	OS02G0589100
AT1G27480	OS03G0730000
AT1G27480	OS02G0590400
AT1G27480	OS02G0590200
AT1G27480	OS02G0589700
AT1G27480	OS02G0590000
AT1G27480	OS01G0946300
AT1G73080	OS08G0446200
AT4G00220	OS03G0246900
AT4G00220	OS10G0162600
AT5G20935	OS07G0164200
AT2G44710	OS04G0543200
AT1G68410	OS10G0408700
AT2G19010	OS01G0748500
AT2G19010	OS05G0518300
AT1G14180	OS10G0406200
AT3G44370	OS06G0171600
AT2G26710	OS02G0204700
AT2G26710	OS07G0647200
AT2G26710	OS06G0600400
AT5G48380	OS05G0399800
AT4G04890	OS04G0627000
AT4G04890	OS08G0187500
AT4G04890	OS08G0136100
AT1G04020	OS04G0512400
AT1G04020	OS05G0486600
AT2G29620	OS07G0472300
AT3G26780	OS11G0522000
AT5G28646	OS03G0799100
AT5G28646	OS07G0185432
AT1G70310	OS07G0408700
AT1G11600	OS06G0680700
AT2G36250	OS05G0443800
AT2G15350	OS02G0453400
AT5G54860	OS01G0243200
AT1G71080	OS01G0507500
AT3G08640	OS01G0812900
AT4G23430	OS10G0547900
AT4G23430	OS10G0548000
AT4G23430	OS09G0570300
AT4G23430	OS04G0291100
AT4G20645	OS03G0564600
AT2G34860	OS08G0463900
AT1G14660	OS12G0641100
AT5G24655	OS10G0509600
AT5G24655	OS10G0509401
AT4G26150	OS02G0220400
AT4G26150	OS06G0571800
AT3G63250	OS12G0607000
AT3G63250	OS01G0772900
AT3G63250	OS10G0422200
AT2G30040	OS03G0292700
AT3G07520	OS06G0188800
AT3G07520	OS06G0188600
AT3G07520	OS06G0188700
AT3G07520	OS06G0190500
AT3G07520	OS06G0190700
AT3G07520	OS06G0188400
AT2G14690	OS03G0201800
AT2G14690	OS03G0201500
AT2G14690	OS03G0201901
AT2G14690	OS10G0351600
AT2G14690	OS10G0351700
AT2G18330	OS02G0706500
AT1G27530	OS10G0205200
AT1G23465	OS11G0620000
AT5G13070	OS09G0486000
AT5G13070	OS02G0717900
AT5G04050	OS06G0659200
AT1G70690	OS06G0253600
AT1G70690	OS02G0734800
AT5G37060	OS08G0117800
AT5G37060	OS05G0473401
AT5G37060	OS12G0109150
AT5G37060	OS11G0109400
AT4G23960	OS01G0550200
AT3G44940	OS04G0137450
AT5G06480	OS03G0788200
AT5G06480	OS07G0159800
AT1G29520	OS01G0247900
AT1G29520	OS01G0699900
AT1G22920	OS04G0654700
AT5G39190	OS08G0189600
AT5G39190	OS08G0189900
AT5G39190	OS08G0189850
AT5G39190	OS12G0154700
AT5G39190	OS08G0189100
AT5G39190	OS02G0491600
AT5G39190	OS08G0190100
AT5G39190	OS08G0189300
AT5G39190	OS08G0189200
AT5G39190	OS12G0154900
AT5G39190	OS08G0231400
AT5G39190	OS02G0491700
AT5G39190	OS08G0189500
AT5G39190	OS08G0189700
AT5G39190	OS02G0491800
AT5G39190	OS08G0189400
AT5G39190	OS12G0154800
AT5G39190	OS12G0155000
AT5G39190	OS08G0188900
AT5G43750	OS01G0929100
AT3G17970	OS03G0707900
AT3G43920	OS10G0485600
AT3G43920	OS01G0909200
AT4G14723	OS03G0161600
AT4G14723	OS11G0581700
AT5G53950	OS06G0344900
AT2G29680	OS01G0856000
AT1G64010	OS03G0610650
AT1G64010	OS03G0610700
AT1G64010	OS03G0610800
AT1G73450	OS03G0719500
AT5G67560	OS03G0200800
AT5G37490	OS03G0240600
AT5G37490	OS06G0248500
AT5G37490	OS02G0738200
AT1G70030	OS05G0100500
AT1G70030	OS01G0109700
AT3G18100	OS07G0137000
AT3G12540	OS01G0147800
AT5G20570	OS02G0708300
AT1G60770	OS04G0320200
AT5G37840	OS09G0403000
AT5G37840	OS06G0260000
AT3G44010	OS03G0773150
AT3G44010	OS12G0508300
AT3G44010	OS11G0634500
AT3G16990	OS03G0306900
AT1G54390	OS03G0748200
AT1G55300	OS05G0347000
AT1G55300	OS01G0648500
AT5G16070	OS05G0147400
AT1G26120	OS01G0642000
AT1G26120	OS06G0708100
AT1G26120	OS05G0577200
